id_pedido;id_produto;quantidade;preco_unitario;desconto
7653;1;10;844.84;0.09
7653;10;3;828.73;0.05
7653;7;6;511.54;0.09
7653;9;7;896.18;0.24
7654;4;8;324.39;0.13
7654;10;7;428.1;0.05
7655;9;1;774.63;0.15
7656;4;5;440.12;0.02
7656;9;8;84.36;0.22
7656;6;10;95.25;0.2
7656;1;4;667.87;0.26
7657;2;2;731.93;0.15
7657;7;3;819.16;0.1
7657;2;3;58.69;0.25
7657;8;3;858.65;0.24
7658;3;5;628.07;0.08
7658;3;9;227.53;0.28
7658;2;2;478.2;0.26
7658;5;7;185.73;0.07
7658;4;6;250.68;0.19
7659;2;8;509.53;0.12
7659;8;10;111.93;0.03
7659;3;2;797.72;0.08
7659;9;9;891.8;0.24
7659;3;7;303.92;0.09
7660;10;10;487.73;0.09
7660;7;7;284.81;0.22
7660;10;7;946.92;0.03
7660;9;3;415.84;0.01
7660;4;7;95.69;0.27
7661;4;4;831.99;0.08
7661;3;8;449.07;0.26
7662;9;7;581.73;0.28
7662;1;4;110.17;0.01
7662;8;6;356.19;0.03
7662;5;2;340.85;0.05
7662;3;5;330.44;0.2
7663;8;5;15.89;0.22
7663;10;7;219.31;0.13
7663;4;6;907.32;0.01
7663;5;9;798.75;0.05
7664;7;10;759.19;0.12
7664;7;2;203.74;0.2
7664;9;9;741.03;0.23
7664;2;2;198.35;0.04
7665;10;9;687.83;0.15
7665;7;2;230.71;0.03
7665;4;5;853.36;0.25
7665;6;5;21.69;0.13
7666;10;9;136.4;0.06
7666;4;7;721.42;0.17
7666;6;8;707.71;0.02
7667;9;1;856.18;0.24
7667;6;9;895.52;0.02
7667;4;10;774.63;0.14
7668;2;1;507.9;0.25
7668;5;6;175.62;0.25
7669;4;5;517.51;0.15
7669;1;4;714.92;0.27
7669;4;3;243.78;0.13
7669;2;2;186.11;0.03
7669;10;1;631.23;0.13
7670;4;9;539.75;0.19
7670;5;8;185.01;0.09
7670;4;8;221.77;0.14
7670;1;5;947.12;0.05
7671;2;6;751.79;0.29
7671;9;2;696.43;0.03
7671;6;8;10.24;0.21
7671;10;1;991.75;0.26
7671;4;6;857.97;0.06
7672;10;6;395.69;0.21
7672;8;1;284.48;0.13
7672;3;1;493.82;0.27
7672;8;4;527.22;0.05
7673;6;9;218.36;0.08
7673;10;8;450.77;0.03
7673;7;2;531.69;0.09
7674;6;9;634.38;0.04
7674;3;9;225.81;0.02
7674;4;10;511.77;0.27
7674;4;3;894.79;0.07
7675;5;10;177.54;0.0
7675;6;3;834.0;0.05
7676;5;10;520.82;0.27
7677;8;4;712.04;0.3
7677;4;10;46.04;0.03
7677;10;5;113.66;0.23
7677;4;6;849.24;0.11
7678;4;3;463.36;0.03
7678;9;3;955.95;0.06
7679;8;5;239.11;0.16
7679;6;10;942.75;0.04
7679;3;8;550.32;0.21
7680;2;2;426.81;0.24
7680;4;5;287.97;0.18
7680;7;7;235.57;0.07
7681;6;10;48.51;0.29
7682;1;10;890.82;0.04
7682;2;8;398.69;0.05
7682;4;1;71.13;0.12
7682;6;7;273.95;0.22
7682;7;2;43.6;0.07
7683;8;7;177.3;0.28
7683;8;6;644.75;0.23
7683;2;5;935.46;0.13
7683;5;2;708.18;0.1
7683;9;4;994.67;0.09
7684;6;3;507.74;0.13
7684;6;4;785.38;0.03
7684;8;8;150.05;0.2
7684;3;4;158.13;0.3
7685;8;1;558.18;0.14
7685;9;2;789.08;0.04
7685;1;10;443.29;0.26
7686;7;7;900.57;0.01
7686;7;2;383.18;0.16
7687;6;7;30.07;0.07
7688;3;1;30.4;0.1
7688;1;4;995.66;0.02
7688;2;3;447.22;0.27
7688;9;9;470.32;0.08
7688;5;6;832.16;0.0
7689;10;8;548.96;0.03
7689;10;7;454.65;0.01
7689;9;2;127.33;0.06
7689;4;1;994.46;0.16
7690;3;4;327.39;0.05
7690;1;9;302.08;0.24
7690;5;9;263.42;0.18
7690;5;8;360.95;0.11
7691;2;10;595.0;0.13
7691;3;7;345.08;0.22
7691;4;9;200.09;0.22
7692;7;2;457.3;0.07
7692;2;1;72.26;0.09
7693;3;3;598.44;0.1
7693;5;9;356.77;0.22
7694;9;10;18.16;0.16
7694;2;3;369.68;0.3
7694;1;9;793.21;0.19
7694;5;5;312.21;0.26
7694;2;6;304.66;0.01
7695;10;2;482.83;0.26
7695;10;2;706.36;0.16
7695;7;7;877.6;0.05
7695;9;2;189.23;0.13
7696;1;9;944.5;0.11
7696;10;9;428.53;0.17
7696;5;3;370.61;0.1
7697;7;1;743.0;0.08
7697;3;9;995.53;0.28
7698;8;3;469.13;0.06
7698;10;1;305.8;0.06
7698;7;6;739.31;0.07
7698;7;8;851.09;0.16
7699;8;1;182.87;0.03
7699;7;9;705.94;0.17
7700;2;1;745.39;0.2
7701;10;6;132.51;0.1
7701;6;5;643.97;0.14
7702;9;2;724.1;0.09
7702;9;3;296.44;0.03
7703;4;1;375.68;0.27
7703;8;3;778.87;0.2
7703;9;8;816.94;0.2
7703;6;10;457.25;0.01
7704;6;3;76.23;0.05
7704;10;3;412.51;0.13
7705;7;5;347.41;0.1
7705;1;3;135.44;0.2
7706;9;2;546.78;0.03
7707;5;6;437.05;0.14
7707;10;1;88.15;0.07
7708;4;1;984.75;0.19
7708;6;7;739.88;0.07
7709;3;8;516.95;0.07
7709;8;5;450.04;0.27
7709;7;4;756.51;0.23
7709;6;7;17.78;0.16
7710;7;7;361.55;0.0
7710;5;3;847.51;0.19
7710;10;4;362.14;0.0
7711;4;10;444.5;0.01
7712;2;8;440.04;0.15
7712;9;6;570.86;0.14
7713;2;8;338.18;0.09
7713;10;8;919.8;0.27
7713;10;5;167.57;0.04
7714;8;10;25.54;0.27
7714;6;2;927.02;0.03
7714;10;1;976.5;0.11
7714;6;5;529.29;0.05
7715;1;3;215.08;0.18
7716;3;1;850.02;0.04
7716;10;10;460.0;0.21
7716;3;7;559.07;0.3
7716;8;8;764.59;0.2
7717;3;2;475.16;0.08
7717;5;3;483.46;0.05
7717;3;2;569.27;0.15
7718;1;3;869.7;0.13
7719;10;5;156.79;0.23
7719;1;7;387.97;0.09
7720;8;7;193.51;0.05
7720;1;2;311.34;0.03
7720;9;2;997.3;0.12
7721;1;7;46.07;0.05
7721;7;8;825.8;0.21
7721;4;8;270.31;0.23
7721;9;10;661.83;0.21
7722;6;3;979.58;0.08
7723;7;3;821.39;0.16
7723;5;5;446.16;0.18
7723;5;10;562.32;0.03
7724;2;10;368.46;0.26
7724;5;8;243.64;0.25
7724;10;3;47.44;0.06
7725;4;7;511.12;0.02
7725;5;4;277.87;0.09
7725;10;5;553.34;0.16
7725;5;4;788.97;0.12
7726;10;8;341.31;0.21
7726;1;3;483.32;0.1
7726;9;6;79.11;0.16
7726;8;5;494.12;0.11
7727;7;3;320.42;0.22
7727;5;9;518.49;0.16
7728;2;2;181.96;0.11
7728;8;5;857.64;0.1
7729;2;2;624.3;0.11
7729;10;3;356.95;0.2
7729;6;7;30.94;0.09
7730;7;10;350.25;0.15
7730;2;5;121.65;0.25
7730;6;5;107.41;0.23
7730;4;6;305.91;0.23
7731;1;9;384.06;0.06
7731;9;8;389.43;0.22
7731;4;4;518.68;0.12
7732;5;6;988.2;0.13
7732;3;4;446.87;0.04
7732;6;3;699.6;0.16
7732;8;5;29.23;0.09
7732;9;10;769.16;0.28
7733;8;2;484.51;0.2
7733;4;10;160.85;0.23
7733;2;3;211.32;0.05
7733;4;5;667.43;0.16
7734;3;5;906.08;0.24
7734;2;5;345.71;0.18
7734;8;1;349.28;0.05
7734;4;1;167.21;0.19
7734;1;7;895.71;0.22
7735;8;2;22.33;0.06
7735;5;8;278.27;0.06
7735;7;2;55.64;0.05
7735;3;7;143.21;0.17
7735;9;5;211.91;0.01
7736;9;5;456.97;0.11
7736;1;2;347.62;0.06
7736;7;4;372.07;0.03
7736;10;2;257.91;0.12
7737;6;5;315.34;0.15
7737;7;8;453.46;0.29
7738;8;10;325.12;0.23
7738;7;5;434.33;0.26
7738;2;5;335.87;0.12
7739;5;10;131.43;0.04
7740;8;8;579.84;0.29
7741;9;1;707.34;0.3
7741;2;7;250.28;0.1
7741;10;3;501.17;0.3
7741;3;3;442.15;0.06
7742;9;5;202.1;0.15
7742;6;8;860.12;0.22
7743;9;5;234.32;0.07
7743;3;10;457.83;0.19
7744;7;6;169.88;0.16
7744;1;4;881.19;0.02
7745;9;10;173.93;0.26
7746;10;1;712.58;0.17
7746;1;1;462.62;0.21
7746;7;3;608.73;0.21
7746;5;1;430.66;0.05
7746;2;7;159.92;0.07
7747;7;4;128.08;0.18
7748;3;2;644.68;0.02
7748;4;8;532.28;0.21
7749;3;5;319.72;0.17
7750;8;5;811.78;0.25
7751;5;4;351.04;0.15
7751;7;3;435.32;0.27
7751;7;2;95.17;0.05
7752;6;9;55.31;0.12
7752;9;7;70.98;0.0
7752;8;5;284.13;0.04
7752;4;2;48.47;0.2
7753;7;7;234.47;0.02
7753;10;2;107.5;0.07
7753;3;3;16.6;0.16
7753;5;10;205.75;0.05
7753;9;8;331.21;0.06
7754;6;8;597.95;0.2
7754;7;10;133.97;0.27
7754;1;10;67.46;0.1
7755;9;7;490.43;0.28
7755;1;9;999.78;0.27
7755;2;4;125.42;0.05
7755;9;5;594.98;0.23
7756;5;3;380.7;0.19
7756;4;9;27.84;0.21
7757;2;4;478.87;0.12
7757;3;10;483.08;0.18
7757;4;3;717.75;0.1
7758;4;10;602.12;0.14
7758;3;9;737.98;0.21
7758;4;8;484.54;0.25
7758;8;2;992.87;0.01
7759;5;4;754.04;0.01
7759;4;2;109.09;0.14
7759;8;2;200.23;0.07
7760;4;9;842.82;0.27
7761;7;2;903.18;0.08
7762;2;7;468.45;0.17
7762;5;4;693.56;0.26
7762;8;10;466.88;0.25
7763;7;2;548.58;0.21
7763;9;4;515.42;0.16
7763;2;2;219.66;0.04
7764;1;2;39.88;0.23
7764;6;7;12.56;0.13
7764;2;9;387.69;0.0
7764;4;7;833.9;0.15
7764;1;2;57.67;0.2
7765;5;8;989.5;0.17
7765;8;6;779.23;0.13
7766;1;6;830.87;0.03
7767;5;6;289.86;0.0
7767;6;4;414.44;0.04
7767;3;9;248.63;0.1
7768;1;3;996.0;0.26
7768;8;8;50.08;0.02
7768;4;4;786.64;0.24
7768;3;5;954.37;0.03
7769;10;3;408.97;0.21
7769;4;2;350.78;0.17
7770;10;4;152.93;0.22
7770;7;2;267.68;0.3
7770;9;7;201.9;0.09
7770;10;7;162.91;0.16
7771;7;6;94.31;0.3
7771;10;4;57.79;0.1
7772;3;9;436.01;0.14
7772;8;4;449.57;0.14
7772;1;8;816.87;0.04
7772;10;10;623.83;0.29
7773;3;3;758.68;0.0
7774;3;7;486.82;0.14
7774;3;3;946.38;0.27
7774;1;7;604.58;0.11
7775;6;7;822.91;0.07
7775;5;9;831.99;0.27
7775;10;2;908.25;0.22
7776;10;9;25.8;0.18
7776;6;8;226.24;0.09
7776;9;5;587.94;0.25
7776;7;4;186.3;0.29
7776;5;7;530.53;0.04
7777;2;1;847.22;0.14
7777;6;9;589.3;0.02
7777;5;8;711.61;0.18
7778;2;8;776.25;0.23
7779;5;6;598.82;0.19
7779;1;6;583.68;0.07
7780;1;1;492.72;0.04
7780;10;5;155.65;0.26
7781;9;4;53.47;0.04
7781;6;7;136.66;0.18
7781;7;7;799.29;0.24
7782;8;2;414.79;0.18
7782;8;6;312.25;0.02
7782;9;5;684.33;0.27
7782;6;1;244.09;0.22
7783;1;1;771.16;0.06
7783;9;7;406.25;0.08
7783;2;8;116.47;0.08
7784;10;8;66.18;0.22
7784;4;5;607.75;0.27
7785;5;6;491.64;0.06
7785;8;2;528.61;0.22
7785;10;10;689.63;0.09
7785;2;9;445.21;0.26
7785;2;2;192.14;0.05
7786;5;1;545.31;0.18
7786;7;4;72.24;0.28
7787;10;6;275.7;0.04
7787;2;5;315.97;0.21
7787;3;4;576.23;0.29
7787;6;10;972.87;0.17
7788;7;3;956.55;0.01
7788;7;3;832.26;0.14
7788;9;5;777.82;0.19
7788;6;3;209.88;0.24
7789;4;6;360.24;0.08
7789;10;3;421.88;0.24
7789;3;1;754.4;0.15
7789;10;2;624.81;0.07
7789;2;4;90.41;0.16
7790;1;9;46.53;0.08
7790;3;1;89.1;0.11
7790;4;8;987.84;0.01
7790;4;1;927.94;0.12
7791;8;3;761.28;0.11
7791;10;7;75.33;0.11
7791;6;4;522.09;0.26
7792;4;2;17.65;0.19
7792;10;9;714.11;0.14
7792;4;10;659.69;0.16
7793;2;5;325.67;0.18
7793;10;9;904.43;0.2
7794;9;2;533.16;0.02
7795;3;3;485.6;0.21
7795;3;3;124.92;0.17
7795;5;3;626.36;0.17
7796;6;1;168.75;0.2
7796;4;2;870.07;0.1
7796;2;5;34.65;0.13
7797;9;4;908.96;0.11
7797;5;10;331.07;0.26
7797;2;9;236.73;0.1
7797;10;4;600.08;0.04
7797;3;6;329.83;0.01
7798;5;2;338.31;0.03
7798;10;10;454.21;0.26
7798;3;3;987.94;0.05
7799;4;6;432.44;0.03
7799;8;1;976.68;0.23
7800;2;10;70.02;0.11
7800;10;9;105.53;0.24
7800;9;3;473.74;0.04
7800;7;10;369.68;0.28
7800;7;1;291.04;0.27
7801;5;2;639.2;0.25
7801;9;5;345.2;0.26
7801;9;3;305.28;0.27
7802;10;2;309.43;0.27
7802;7;7;928.14;0.12
7803;3;10;845.06;0.22
7803;10;1;620.57;0.1
7803;6;9;397.27;0.09
7803;1;8;697.63;0.09
7803;8;4;124.68;0.11
7804;3;9;404.14;0.1
7805;6;5;413.98;0.08
7805;10;8;720.75;0.28
7806;1;9;451.19;0.21
7806;3;8;275.67;0.18
7806;6;3;345.78;0.15
7807;8;1;197.46;0.29
7807;2;9;429.31;0.05
7807;1;3;138.39;0.21
7807;3;1;404.34;0.14
7807;8;7;170.14;0.29
7808;8;9;56.21;0.08
7809;1;4;20.18;0.3
7809;7;3;877.4;0.03
7810;4;4;186.09;0.05
7811;1;1;100.98;0.05
7811;9;9;652.76;0.1
7812;3;5;10.59;0.26
7812;3;1;451.63;0.14
7812;7;1;543.14;0.08
7813;10;3;498.05;0.1
7813;7;8;939.42;0.04
7814;9;10;857.56;0.15
7814;9;6;176.58;0.24
7814;2;6;578.93;0.07
7815;3;3;934.54;0.07
7815;10;1;143.09;0.16
7816;4;8;738.29;0.23
7816;7;3;14.57;0.06
7816;3;6;724.72;0.07
7816;5;8;902.45;0.09
7816;4;10;556.74;0.09
7817;10;1;340.07;0.05
7817;8;5;831.89;0.22
7818;9;5;407.78;0.0
7818;6;9;555.66;0.1
7819;2;9;165.07;0.28
7819;6;5;491.22;0.13
7819;3;10;303.83;0.28
7819;1;1;156.27;0.09
7820;9;8;578.71;0.08
7820;10;8;364.9;0.18
7820;2;5;693.4;0.17
7820;9;6;12.85;0.27
7821;3;8;942.27;0.19
7821;9;10;467.2;0.13
7822;5;5;25.65;0.05
7822;3;10;753.19;0.25
7822;5;6;404.02;0.22
7822;8;3;528.74;0.05
7823;4;6;886.91;0.27
7823;5;3;582.92;0.19
7823;7;6;687.0;0.22
7824;4;7;94.13;0.13
7824;1;8;444.78;0.22
7824;6;3;158.05;0.1
7824;9;5;296.18;0.27
7825;2;9;181.58;0.16
7825;2;7;295.24;0.28
7826;2;10;518.92;0.05
7827;8;5;367.52;0.23
7828;10;2;396.45;0.21
7828;7;7;456.94;0.03
7829;6;6;730.9;0.29
7829;2;4;779.22;0.25
7830;3;4;954.68;0.27
7831;3;7;230.99;0.26
7831;2;3;892.31;0.15
7831;9;1;603.76;0.17
7831;7;6;15.3;0.25
7831;6;7;491.49;0.07
7832;9;10;167.42;0.18
7832;6;2;686.46;0.17
7832;9;6;404.12;0.27
7832;6;3;917.63;0.22
7833;8;3;211.61;0.09
7833;3;5;401.53;0.12
7833;2;6;85.33;0.01
7833;5;9;372.9;0.28
7833;6;5;991.03;0.11
7834;7;8;399.4;0.25
7834;7;6;273.26;0.01
7834;1;6;54.48;0.22
7835;7;3;286.65;0.18
7836;3;6;393.16;0.2
7837;2;8;914.16;0.14
7837;5;6;698.0;0.06
7837;6;5;115.53;0.09
7837;5;6;853.03;0.09
7837;8;9;138.49;0.07
7838;1;3;920.25;0.01
7838;9;4;707.55;0.18
7838;5;4;716.6;0.08
7839;8;9;10.06;0.11
7839;10;7;941.09;0.06
7839;10;10;51.34;0.21
7839;2;7;590.14;0.11
7839;5;9;273.32;0.26
7840;10;7;666.41;0.13
7840;3;8;724.45;0.18
7840;7;10;999.31;0.23
7841;4;8;591.62;0.26
7841;3;9;365.95;0.11
7842;6;1;956.23;0.18
7842;3;6;311.66;0.25
7843;1;5;742.83;0.24
7844;10;8;672.76;0.11
7844;4;4;568.81;0.22
7845;5;8;954.65;0.23
7845;4;5;425.08;0.03
7845;6;9;376.62;0.28
7845;4;6;630.1;0.25
7845;6;4;202.7;0.12
7846;9;3;127.22;0.09
7846;2;2;664.34;0.01
7846;1;8;720.63;0.2
7847;7;8;522.5;0.05
7848;2;3;175.37;0.21
7848;4;1;752.56;0.01
7849;1;8;247.43;0.27
7850;7;8;381.55;0.04
7851;5;6;845.71;0.1
7851;10;5;92.18;0.03
7851;3;2;438.37;0.06
7852;9;10;195.77;0.12
7852;3;8;775.5;0.29
7852;4;2;19.72;0.04
7852;8;7;950.61;0.14
7852;3;10;979.14;0.18
7853;5;8;375.79;0.07
7853;9;8;424.37;0.18
7853;6;7;56.63;0.12
7853;1;9;16.55;0.17
7853;1;9;543.58;0.27
7854;8;3;910.68;0.25
7854;5;4;469.57;0.3
7854;9;6;171.93;0.02
7854;2;3;36.59;0.25
7855;10;10;942.85;0.07
7855;2;9;109.85;0.09
7855;5;1;134.97;0.28
7855;5;6;568.41;0.15
7855;6;5;252.08;0.01
7856;4;5;309.67;0.15
7856;2;8;608.23;0.2
7857;4;2;537.2;0.21
7857;8;3;201.58;0.11
7857;8;5;983.87;0.04
7857;9;10;392.76;0.23
7858;10;6;904.34;0.03
7858;2;2;331.34;0.27
7858;6;8;651.86;0.21
7858;5;9;790.81;0.19
7859;3;1;570.56;0.27
7859;3;6;172.06;0.2
7859;6;10;870.8;0.1
7859;9;7;896.08;0.0
7860;5;1;769.88;0.25
7860;7;2;60.1;0.01
7860;5;10;475.51;0.29
7860;9;4;581.55;0.29
7861;8;2;814.81;0.05
7861;7;9;657.3;0.18
7861;3;10;884.12;0.2
7861;10;10;786.78;0.05
7861;7;10;570.91;0.25
7862;6;8;907.18;0.02
7862;5;5;53.93;0.18
7862;2;6;792.47;0.15
7862;6;2;461.63;0.04
7863;7;2;135.71;0.04
7863;5;7;248.61;0.07
7864;9;2;980.25;0.17
7864;5;3;92.93;0.2
7865;6;3;303.7;0.0
7866;1;10;713.43;0.28
7866;6;9;359.91;0.16
7867;5;7;497.83;0.04
7868;4;3;56.5;0.01
7868;9;2;35.63;0.05
7869;3;3;227.6;0.04
7869;10;8;681.71;0.08
7869;5;3;990.08;0.15
7869;5;5;718.7;0.05
7870;4;8;548.78;0.11
7870;4;5;179.62;0.15
7870;7;7;191.84;0.19
7871;10;5;387.82;0.1
7871;5;8;555.45;0.26
7871;1;10;688.54;0.17
7871;2;4;588.48;0.23
7872;6;8;448.51;0.26
7872;1;9;92.68;0.08
7872;8;4;724.65;0.21
7872;7;9;659.71;0.0
7872;7;10;254.56;0.21
7873;1;9;322.66;0.25
7874;1;10;204.18;0.19
7874;10;9;452.41;0.12
7874;6;10;922.37;0.24
7875;9;10;17.67;0.02
7875;9;9;46.5;0.16
7876;8;7;685.41;0.25
7876;9;9;815.07;0.25
7876;9;3;332.51;0.25
7876;8;9;140.22;0.22
7877;4;9;529.39;0.01
7878;8;7;685.08;0.19
7879;10;8;185.45;0.09
7879;5;10;20.12;0.2
7880;4;4;183.68;0.04
7881;3;2;451.93;0.13
7881;2;4;146.84;0.28
7882;7;2;415.66;0.25
7882;10;1;202.72;0.1
7883;3;7;221.38;0.13
7883;2;2;373.54;0.21
7883;1;9;511.12;0.26
7883;7;5;702.75;0.08
7884;1;9;40.36;0.22
7885;10;5;588.83;0.3
7885;4;7;169.04;0.15
7885;6;10;815.75;0.23
7885;3;2;415.4;0.14
7885;9;4;321.81;0.27
7886;10;7;839.63;0.23
7886;8;6;587.19;0.21
7886;3;2;34.75;0.28
7886;5;8;311.67;0.22
7886;1;8;732.75;0.1
7887;4;3;293.24;0.3
7887;1;8;175.53;0.2
7887;10;8;265.34;0.0
7887;8;10;120.4;0.1
7888;2;9;942.3;0.2
7888;7;1;101.97;0.15
7888;4;8;832.24;0.16
7888;5;5;457.54;0.02
7889;5;1;429.99;0.07
7889;8;7;286.46;0.15
7890;5;8;118.91;0.14
7890;3;3;730.92;0.2
7890;9;10;762.89;0.05
7890;10;4;851.22;0.09
7890;7;10;874.98;0.03
7891;2;3;129.76;0.04
7892;2;10;803.86;0.29
7892;1;2;935.6;0.03
7892;7;5;437.46;0.29
7892;8;9;471.6;0.26
7892;8;9;138.67;0.29
7893;1;4;324.41;0.06
7893;2;7;23.57;0.03
7893;4;10;567.25;0.28
7893;4;3;718.52;0.16
7894;5;7;179.43;0.11
7894;9;1;707.06;0.26
7894;4;2;308.91;0.05
7894;4;8;196.73;0.21
7895;4;5;410.18;0.0
7895;6;5;340.57;0.08
7896;5;5;667.46;0.28
7897;1;3;659.75;0.07
7897;1;3;629.85;0.21
7897;9;5;687.57;0.09
7897;10;6;391.75;0.05
7898;1;1;370.21;0.21
7899;10;9;499.06;0.02
7899;10;1;579.31;0.01
7899;3;9;249.34;0.01
7899;1;5;435.79;0.1
7899;2;6;863.44;0.15
7900;6;3;962.64;0.28
7900;8;5;169.84;0.17
7901;10;5;121.53;0.28
7901;9;2;89.97;0.18
7901;10;10;945.1;0.15
7901;5;7;256.33;0.26
7901;2;5;639.31;0.09
7902;10;4;620.65;0.16
7902;10;8;18.86;0.17
7902;7;5;603.86;0.22
7902;2;7;290.63;0.25
7903;3;1;381.66;0.09
7903;6;3;227.16;0.25
7903;4;1;641.2;0.13
7903;5;3;266.09;0.29
7904;1;3;363.58;0.21
7905;8;1;955.97;0.29
7905;1;4;748.06;0.26
7905;1;9;864.92;0.27
7905;3;3;735.55;0.06
7906;10;7;591.71;0.12
7907;8;7;140.65;0.05
7907;7;10;836.43;0.12
7907;7;4;49.53;0.13
7908;7;4;98.37;0.11
7908;10;3;55.92;0.27
7908;10;7;508.59;0.26
7908;3;6;880.18;0.17
7909;7;1;507.0;0.12
7909;8;8;590.56;0.18
7909;5;9;739.05;0.07
7909;10;1;116.51;0.29
7909;5;6;80.89;0.06
7910;8;2;837.99;0.17
7910;2;9;548.85;0.15
7910;6;8;836.36;0.04
7910;5;5;576.72;0.27
7910;10;10;281.04;0.24
7911;4;5;63.34;0.16
7912;7;5;161.94;0.23
7912;5;4;406.38;0.09
7912;4;8;622.8;0.16
7913;10;9;696.57;0.3
7913;10;1;205.16;0.22
7913;9;4;40.07;0.25
7913;8;8;482.51;0.03
7914;2;2;326.53;0.04
7914;7;7;574.2;0.21
7915;1;7;106.39;0.17
7915;7;2;597.4;0.0
7916;3;4;204.76;0.22
7916;1;5;207.0;0.14
7916;8;2;601.75;0.12
7916;8;5;443.71;0.28
7916;2;5;777.75;0.06
7917;4;8;218.78;0.26
7917;3;5;94.41;0.11
7917;7;7;984.93;0.25
7917;8;2;390.48;0.11
7918;1;4;275.34;0.24
7918;1;1;246.59;0.18
7919;6;9;665.6;0.28
7920;7;5;582.69;0.2
7920;5;1;53.16;0.01
7920;3;8;731.43;0.21
7920;3;5;123.3;0.18
7921;7;6;733.42;0.21
7921;7;1;759.54;0.28
7921;8;2;886.57;0.27
7921;10;9;124.02;0.17
7921;7;2;515.99;0.23
7922;4;7;756.23;0.29
7922;7;1;40.47;0.08
7922;5;1;755.19;0.03
7923;10;1;860.21;0.11
7924;8;1;897.97;0.16
7925;3;10;926.85;0.2
7925;9;8;781.88;0.1
7925;1;1;368.65;0.02
7925;9;3;797.68;0.11
7926;6;2;647.26;0.24
7926;2;6;128.56;0.12
7926;10;2;708.48;0.3
7927;10;9;323.19;0.22
7928;9;1;983.31;0.06
7928;5;8;582.56;0.18
7928;4;2;804.09;0.01
7929;8;10;154.0;0.01
7929;2;3;457.78;0.13
7929;3;2;731.54;0.21
7929;1;10;500.72;0.07
7929;4;9;455.69;0.3
7930;1;5;934.05;0.22
7931;7;8;502.71;0.25
7931;9;5;893.85;0.23
7932;8;4;884.15;0.1
7932;9;10;934.44;0.27
7932;8;6;493.85;0.05
7932;7;8;832.02;0.09
7932;6;2;449.65;0.22
7933;2;2;432.07;0.07
7933;4;10;60.88;0.12
7933;1;4;53.55;0.1
7933;6;4;150.82;0.2
7933;9;6;273.3;0.27
7934;4;8;373.05;0.22
7935;5;6;325.81;0.18
7935;2;7;718.8;0.06
7936;6;10;377.47;0.14
7936;1;4;186.82;0.27
7936;3;9;131.07;0.23
7937;4;2;95.76;0.06
7937;8;8;751.48;0.06
7938;8;10;367.55;0.18
7938;6;4;439.47;0.26
7938;9;3;385.31;0.11
7938;6;1;377.28;0.21
7938;6;5;581.47;0.24
7939;7;7;797.59;0.29
7940;6;8;768.8;0.25
7940;1;3;549.78;0.28
7941;2;4;354.64;0.3
7941;7;3;265.44;0.08
7942;10;5;938.95;0.1
7942;4;1;591.87;0.11
7942;9;6;197.98;0.07
7942;6;9;502.0;0.2
7942;6;1;246.92;0.25
7943;6;1;454.76;0.12
7943;7;2;771.59;0.16
7943;8;9;581.77;0.11
7944;1;1;766.64;0.24
7944;1;5;772.26;0.05
7945;2;9;159.57;0.07
7945;1;1;44.47;0.05
7946;5;7;617.89;0.06
7946;3;8;460.36;0.03
7946;8;8;162.66;0.05
7946;4;9;447.08;0.22
7947;7;7;916.77;0.08
7947;7;3;810.87;0.16
7947;8;1;729.6;0.27
7947;2;4;57.34;0.29
7947;5;9;317.73;0.14
7948;4;9;909.21;0.29
7948;2;10;385.91;0.06
7948;8;9;247.02;0.18
7948;6;9;222.24;0.18
7949;4;5;703.4;0.06
7949;8;4;149.67;0.27
7949;4;5;28.86;0.12
7949;7;1;235.8;0.09
7949;2;6;732.73;0.03
7950;3;5;276.27;0.26
7950;8;6;703.63;0.21
7950;10;5;421.88;0.26
7950;2;4;121.94;0.26
7950;10;3;941.2;0.27
7951;8;5;475.14;0.11
7951;1;8;841.94;0.09
7951;2;5;441.27;0.26
7951;10;6;104.74;0.19
7952;9;4;153.46;0.13
7952;9;6;559.18;0.08
7952;6;2;621.75;0.2
7953;2;5;115.54;0.04
7953;2;10;425.63;0.17
7953;1;1;842.07;0.03
7954;6;10;665.18;0.15
7954;2;4;742.1;0.15
7954;5;8;336.54;0.23
7954;1;8;761.58;0.0
7954;2;3;502.34;0.23
7955;1;2;302.17;0.04
7955;5;10;951.79;0.15
7955;7;1;529.05;0.22
7955;10;7;633.46;0.28
7956;1;3;983.35;0.28
7956;9;4;471.96;0.25
7957;10;9;744.52;0.15
7957;5;8;665.26;0.07
7957;7;1;84.32;0.22
7957;1;9;323.39;0.18
7957;6;4;408.48;0.06
7958;5;7;743.83;0.07
7958;5;8;918.71;0.18
7958;7;5;793.59;0.07
7958;9;8;957.58;0.25
7958;9;10;707.74;0.12
7959;3;8;246.72;0.14
7960;10;8;440.81;0.29
7960;6;1;519.79;0.29
7960;2;6;211.93;0.14
7961;4;7;465.86;0.09
7961;7;7;673.2;0.26
7961;6;5;416.16;0.02
7961;8;6;601.53;0.3
7962;6;5;947.21;0.0
7962;3;1;712.37;0.02
7963;1;8;357.93;0.18
7963;3;6;444.46;0.28
7964;5;8;180.8;0.11
7964;5;6;564.78;0.01
7964;5;7;650.63;0.01
7964;2;8;237.37;0.02
7964;5;8;812.81;0.08
